
#loss_tot   loss_par  loss_prob  validation_tot ... ...

0.6361	0.3812	0.2549	0.6444	0.3851	0.2594

0.6354	0.3809	0.2545	0.633	0.3795	0.2535

0.6351	0.3807	0.2543	0.6392	0.3821	0.2571

0.6345	0.3803	0.2542	0.6336	0.3797	0.2539

0.6342	0.3803	0.2539	0.6405	0.3842	0.2563

0.6341	0.3802	0.2539	0.6376	0.3815	0.2561

0.6342	0.3802	0.254	0.6331	0.3799	0.2532

0.6336	0.38	0.2536	0.6333	0.3793	0.254

0.6331	0.3797	0.2534	0.6362	0.3815	0.2548

0.6326	0.3793	0.2533	0.6319	0.3789	0.2531

0.6323	0.3791	0.2532	0.6307	0.3781	0.2526

0.6322	0.3792	0.253	0.6319	0.379	0.2528

0.6319	0.379	0.2529	0.6338	0.3799	0.254

0.6328	0.3793	0.2535	0.6305	0.3779	0.2526

0.6322	0.379	0.2531	0.6311	0.3783	0.2528








0.6311	0.3784	0.2526	0.6343	0.3799	0.2544

0.6318	0.3788	0.253	0.6321	0.379	0.2531

0.6309	0.3785	0.2524	0.6356	0.3813	0.2543

0.6307	0.3784	0.2523	0.6297	0.3781	0.2516

0.6303	0.3782	0.2521	0.635	0.381	0.254

0.6297	0.3779	0.2518	0.6289	0.3774	0.2515

0.6296	0.3779	0.2517	0.6298	0.3773	0.2524

0.6294	0.3778	0.2516	0.6341	0.3811	0.2531

0.6295	0.3779	0.2517	0.6292	0.3776	0.2516

0.6293	0.3778	0.2515	0.6278	0.3775	0.2503

0.6289	0.3776	0.2513	0.6287	0.377	0.2517

0.6287	0.3774	0.2513	0.6284	0.3766	0.2517

0.6286	0.3775	0.2511	0.6333	0.3804	0.2529

0.6286	0.3774	0.2511	0.6351	0.3803	0.2548

0.6278	0.377	0.2508	0.628	0.3776	0.2504

0.6277	0.377	0.2507	0.6284	0.3769	0.2514

0.6277	0.3771	0.2506	0.6302	0.3779	0.2523

0.6277	0.3771	0.2507	0.6285	0.378	0.2505

0.6276	0.3771	0.2505	0.6273	0.3769	0.2504

0.6277	0.3771	0.2506	0.6282	0.3769	0.2513

0.6269	0.3765	0.2503	0.6285	0.3772	0.2513

0.6271	0.3768	0.2503	0.6319	0.3797	0.2522

0.6274	0.377	0.2504	0.626	0.3757	0.2503

0.6271	0.3768	0.2503	0.6257	0.376	0.2497

0.6269	0.3768	0.2501	0.6326	0.3788	0.2538

0.6276	0.3771	0.2505	0.6326	0.3796	0.253

0.6263	0.3764	0.2499	0.6304	0.3778	0.2526

0.626	0.3763	0.2498	0.6269	0.3763	0.2506

0.6263	0.3765	0.2498	0.6255	0.3761	0.2494

0.626	0.3763	0.2497	0.6282	0.3776	0.2507

0.6259	0.3763	0.2496	0.6258	0.3762	0.2495

0.6257	0.3761	0.2495	0.6251	0.3758	0.2493

0.6257	0.3762	0.2495	0.6293	0.3773	0.252

0.6255	0.3761	0.2495	0.6258	0.3761	0.2497

0.6256	0.3762	0.2494	0.6255	0.3758	0.2497

0.625	0.3757	0.2493	0.6319	0.3797	0.2522

0.6251	0.3758	0.2493	0.6339	0.38	0.2539

0.625	0.3758	0.2492	0.6242	0.3756	0.2485

0.625	0.3758	0.2492	0.6245	0.375	0.2495

0.625	0.3758	0.2491	0.6631	0.401	0.2621

0.6253	0.3759	0.2493	0.6328	0.3803	0.2525

0.6248	0.3756	0.2491	0.6236	0.3743	0.2493














0.6342	0.3806	0.2536	0.6331	0.3809	0.2522

0.6347	0.3809	0.2538	0.639	0.3826	0.2565

0.6357	0.3814	0.2543	0.642	0.3865	0.2556

0.6341	0.3808	0.2534	0.6357	0.3816	0.2542

0.64	0.3836	0.2564	0.6336	0.38	0.2536

0.6364	0.3817	0.2546	0.6436	0.3856	0.258

0.6364	0.3818	0.2546	0.6317	0.3788	0.2529

0.6354	0.3813	0.2541	0.6379	0.3853	0.2526

0.636	0.3817	0.2543	0.6296	0.3781	0.2516

0.6355	0.3814	0.2541	0.6363	0.3813	0.2551

0.6346	0.381	0.2536	0.6358	0.3812	0.2547

0.6346	0.3808	0.2538	0.6308	0.3783	0.2526

0.6345	0.381	0.2536	0.6318	0.3793	0.2525

0.6341	0.3808	0.2534	0.6388	0.3833	0.2555

0.6343	0.3808	0.2536	0.64	0.3841	0.2559

0.6334	0.3803	0.253	0.6354	0.3805	0.2549

0.6338	0.3806	0.2532	0.6492	0.3861	0.2631

0.6335	0.3804	0.2531	0.6371	0.3838	0.2533

0.6333	0.3804	0.2529	0.6302	0.3784	0.2518

0.6335	0.3805	0.2531	0.6602	0.3918	0.2684

0.6331	0.3801	0.253	0.6287	0.3774	0.2513

0.633	0.3802	0.2528	0.6317	0.3805	0.2512

0.6341	0.3807	0.2534	0.6321	0.3786	0.2535

0.6329	0.3802	0.2527	0.63	0.3772	0.2528

0.6326	0.3802	0.2525	0.632	0.3794	0.2527

0.6327	0.3802	0.2525	0.6353	0.3813	0.254

0.6329	0.3802	0.2527	0.6296	0.3779	0.2517

0.6321	0.3797	0.2523	0.6289	0.3771	0.2517

0.6323	0.38	0.2523	0.6322	0.3801	0.2521

0.6325	0.3801	0.2524	0.6328	0.3797	0.2531

0.6342	0.3809	0.2534	0.6574	0.3892	0.2682

0.6331	0.3802	0.2529	0.6284	0.3774	0.251

0.6317	0.3796	0.2521	0.6343	0.3801	0.2541

0.6316	0.3796	0.252	0.6306	0.3797	0.2509

0.632	0.3798	0.2522	0.6292	0.3792	0.25

0.6318	0.3795	0.2523	0.6376	0.3822	0.2554

0.6316	0.3795	0.2521	0.7238	0.4307	0.2931

0.6313	0.3794	0.2519	0.6364	0.3817	0.2547

0.6312	0.3793	0.2518	0.6328	0.3797	0.253

0.6307	0.3791	0.2516	0.636	0.3841	0.2519

0.6312	0.3795	0.2518	0.6388	0.3838	0.255

0.6308	0.3791	0.2517	0.6294	0.3775	0.2519

0.6314	0.3795	0.2519	0.632	0.3788	0.2532

0.6313	0.3794	0.2518	0.631	0.3799	0.2511

0.631	0.3792	0.2517	0.6383	0.3827	0.2556

0.6308	0.3791	0.2517	0.6288	0.3785	0.2502

0.6308	0.3792	0.2516	0.638	0.3808	0.2572

0.6313	0.3794	0.2519	0.6418	0.3851	0.2567

0.6301	0.3787	0.2513	0.6322	0.3786	0.2536

0.6306	0.379	0.2516	0.6285	0.3787	0.2498

0.6306	0.3788	0.2518	0.6285	0.3765	0.252

0.6309	0.3792	0.2517	0.6527	0.3895	0.2632

0.6302	0.3787	0.2515	0.6309	0.3794	0.2516

0.6303	0.3787	0.2516	0.6385	0.3813	0.2572





0.6217	0.3741	0.2476	0.6221	0.3744	0.2476

0.6214	0.3739	0.2474	0.6268	0.3769	0.2499

0.622	0.3743	0.2477	0.6245	0.3762	0.2483

0.6215	0.3741	0.2474	0.6219	0.3741	0.2477

0.6214	0.374	0.2473	0.6254	0.3769	0.2485

0.6208	0.3737	0.2471	0.6219	0.3742	0.2477

0.6214	0.374	0.2474	0.6196	0.3729	0.2467

0.6207	0.3737	0.247	0.6249	0.3765	0.2484

0.6208	0.3738	0.247	0.6199	0.3728	0.2471

0.621	0.3739	0.2471	0.6222	0.3745	0.2477

0.6207	0.3737	0.247	0.6284	0.3769	0.2515

0.6203	0.3735	0.2469	0.6204	0.3731	0.2473

0.6206	0.3736	0.247	0.6329	0.3802	0.2526

0.6205	0.3736	0.2469	0.6218	0.3739	0.2479

0.6203	0.3734	0.2469	0.6298	0.3787	0.2511

0.6202	0.3734	0.2468	0.6208	0.3736	0.2473

0.621	0.3738	0.2472	0.6225	0.3745	0.248

0.6202	0.3735	0.2467	0.6232	0.3755	0.2478

0.6203	0.3735	0.2467	0.6215	0.3744	0.2471

0.6202	0.3735	0.2467	0.6301	0.3776	0.2525

0.6198	0.3731	0.2467	0.6208	0.3732	0.2477

0.6205	0.3736	0.2469	0.6229	0.3749	0.248

0.6202	0.3735	0.2467	0.62	0.3729	0.2471

0.62	0.3734	0.2466	0.62	0.3733	0.2468





0.6159	0.3711	0.2448	0.6194	0.3728	0.2466

0.6157	0.371	0.2446	0.623	0.375	0.2481

0.6158	0.3712	0.2446	0.618	0.3724	0.2456

0.6157	0.3712	0.2445	0.6179	0.3717	0.2462

0.6156	0.3711	0.2445	0.6179	0.3721	0.2458

0.6154	0.3709	0.2445	0.6174	0.3725	0.245

0.6157	0.3711	0.2446	0.6177	0.3719	0.2458

0.6152	0.3709	0.2444	0.617	0.3719	0.2451

0.6155	0.3711	0.2444	0.6168	0.3713	0.2455

0.6157	0.3712	0.2445	0.6175	0.3722	0.2454

0.6153	0.371	0.2444	0.6165	0.3714	0.2451

0.6152	0.3708	0.2444	0.6171	0.3715	0.2455

0.6155	0.3711	0.2444	0.6165	0.3715	0.2449

0.6152	0.3709	0.2443	0.6163	0.3712	0.2451

0.615	0.3707	0.2443	0.6235	0.3751	0.2484

0.6151	0.3708	0.2443	0.6173	0.3717	0.2455

0.6153	0.371	0.2443	0.6369	0.3781	0.2588

0.6152	0.3709	0.2443	0.6205	0.3744	0.2461

0.6151	0.3709	0.2442	0.6159	0.3709	0.245

0.6151	0.3709	0.2442	0.6178	0.3716	0.2462

0.6147	0.3705	0.2442	0.6162	0.3709	0.2452
